Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim
N2188-1.Q2.B.161115_1600.A.032984.061035N3413.0060.nh.fits,2016-11-15T16:00:00.000,A,0,319.667106481,92.6547768651,-34.1411353706,nan,nan,nan,nan,20.1981160797
N2188-1.Q2.B.170415_0016.C.004718.061035N3413.0060.nh.fits,2017-04-15T00:16:00.000,C,1,470.011319444,92.6547080926,-34.1412218477,4.62749731339,3.90923109138,22.5177273206,0.28212873548,23.3857095385
N2188-1.Q2.B.161208_0232.C.041956.061035N3413.0060.nh.fits,2016-12-08T02:32:00.000,C,2,342.105752315,92.6548869536,-34.1411610363,nan,nan,nan,nan,21.4570716682
N2188-1.Q2.B.170201_2023.S.054100.061035N3413.0060.nh.fits,2017-02-01T20:23:00.000,S,3,397.849386574,92.6547671574,-34.1411123441,38.9578843427,19.1018798134,20.1935013587,0.0579520970076,22.2729144059
N2188-1.Q2.B.170217_0435.C.056099.061035N3413.0060.nh.fits,2017-02-17T04:35:00.000,C,4,413.191099537,92.65477833,-34.1411136943,35.8425850885,21.7909818812,20.2844258088,0.0508629914737,22.9606980957
N2188-1.Q2.B.161216_0046.S.046073.061035N3413.0060.nh.fits,2016-12-16T00:46:00.000,S,5,350.032094907,92.6548086287,-34.1412175887,nan,nan,nan,nan,20.7454695768
N2188-1.Q2.B.161027_0816.C.033414.061035N3413.0060.nh.fits,2016-10-27T08:16:00.000,C,6,300.345138889,92.6547845141,-34.1411850363,nan,nan,nan,nan,23.3199971022
N2188-1.Q2.B.161118_0643.C.037873.061035N3413.0060.nh.fits,2016-11-18T06:43:00.000,C,7,322.280428241,92.6548665069,-34.1411921686,nan,nan,nan,nan,23.3955159655
N2188-1.Q2.B.161115_0630.C.036952.061035N3413.0060.nh.fits,2016-11-15T06:30:00.000,C,8,319.271053241,92.6548761402,-34.1411403339,nan,nan,nan,nan,21.733562587
N2188-1.Q2.B.170415_1746.S.004327.061035N3413.0060.nh.fits,2017-04-15T17:46:00.000,S,9,470.740636574,92.6548859698,-34.1412058428,nan,nan,nan,nan,21.854221704
N2188-1.Q2.B.170205_2016.S.054895.061035N3413.0060.nh.fits,2017-02-05T20:16:00.000,S,10,401.845046296,92.6548040636,-34.1411479505,35.8647304242,5.80774825525,20.283751975,0.189930448739,21.1663227516
N2188-1.Q2.B.161218_0049.S.046566.061035N3413.0060.nh.fits,2016-12-18T00:49:00.000,S,11,352.034340278,92.6548810594,-34.14111453,nan,nan,nan,nan,21.453955405
N2188-1.Q2.B.161104_1654.A.031492.061035N3413.0060.nh.fits,2016-11-04T16:54:00.000,A,12,308.704212963,92.6547953774,-34.1411696165,nan,nan,nan,nan,21.9217275858
N2188-1.Q2.B.170423_0002.C.006240.061035N3413.0060.nh.fits,2017-04-23T00:02:00.000,C,13,478.001458333,92.6549151967,-34.1412131545,6.85892634961,2.07314979754,22.0884014906,0.531816197409,22.3167803385
N2188-1.Q2.B.170207_0134.C.053562.061035N3413.0060.nh.fits,2017-02-07T01:34:00.000,C,14,403.065393519,92.6547662055,-34.1411441479,37.4658616281,10.0550962718,20.2361039722,0.109794216998,21.6245192454
N2188-1.Q2.B.161202_0741.C.040619.061035N3413.0060.nh.fits,2016-12-02T07:41:00.000,C,15,336.320381944,92.6548598097,-34.1411374704,nan,nan,nan,nan,22.1568365823
N2188-1.Q2.B.161205_0751.C.041351.061035N3413.0060.nh.fits,2016-12-05T07:51:00.000,C,16,339.327256944,92.6547911867,-34.1411203844,nan,nan,nan,nan,23.3742528056
N2188-1.Q2.B.170203_0127.C.052945.061035N3413.0060.nh.fits,2017-02-03T01:27:00.000,C,17,399.060717593,92.6547723189,-34.1411048996,43.205414779,28.7095555539,20.0806050078,0.0388421369009,23.1808067294
N2188-1.Q2.B.170418_0933.A.054899.061035N3413.0060.nh.fits,2017-04-18T09:33:00.000,A,18,473.398263889,92.6547663454,-34.1411740389,nan,nan,nan,nan,20.9701346578
N2188-1.Q2.B.170329_2026.S.000736.061035N3413.0060.nh.fits,2017-03-29T20:26:00.000,S,19,453.852025463,92.6548702109,-34.1411905494,15.0241786388,7.66559585277,21.2329785772,0.144005382068,23.0544392075
N2188-1.Q2.B.170311_0058.C.061199.061035N3413.0060.nh.fits,2017-03-11T00:58:00.000,C,20,435.040405093,92.6546822349,-34.141096112,17.0021568993,8.82445477914,21.0980508157,0.125110785553,22.1226515329
N2188-1.Q2.B.170327_0203.C.065291.061035N3413.0060.nh.fits,2017-03-27T02:03:00.000,C,21,451.086087963,92.6547636054,-34.1411207359,20.2187047273,15.7815206249,20.9090245482,0.070130289518,23.3607088317
N2188-1.Q2.B.170125_2056.S.052630.061035N3413.0060.nh.fits,2017-01-25T20:56:00.000,S,22,390.872638889,92.6548146557,-34.1411398247,35.2574069391,11.3088047292,20.3023839878,0.0976624218853,21.7011205387
N2188-1.Q2.B.170130_1917.S.053586.061035N3413.0060.nh.fits,2017-01-30T19:17:00.000,S,23,395.803888889,92.6547346091,-34.1411110144,37.336472463,12.42337505,20.2398781046,0.0889142115552,21.8211101615
N2188-1.Q2.B.161221_2111.S.047438.061035N3413.0060.nh.fits,2016-12-21T21:11:00.000,S,24,355.882638889,92.6548225001,-34.1412137092,nan,nan,nan,nan,22.2715601821
N2188-1.Q2.B.161228_1058.A.040066.061035N3413.0060.nh.fits,2016-12-28T10:58:00.000,A,25,362.457037037,92.654849231,-34.1410671203,38.627083203,3.59774123182,20.2028044223,0.306601791941,19.4309954122
N2188-1.Q2.B.170416_1749.S.004647.061035N3413.0060.nh.fits,2017-04-16T17:49:00.000,S,26,471.742962963,92.6547709607,-34.1411667339,3.65665594268,1.59801065626,22.7746096558,0.689723578219,21.7071672992
N2188-1.Q2.B.170129_2031.S.053374.061035N3413.0060.nh.fits,2017-01-29T20:31:00.000,S,27,394.855277778,92.6547720219,-34.1410672058,43.5228393647,23.2871830945,20.0726192555,0.0476559346996,22.5484611669
N2188-1.Q2.B.170115_1928.S.050841.061035N3413.0060.nh.fits,2017-01-15T19:28:00.000,S,28,380.811574074,92.6546588317,-34.1411363077,56.4619113662,13.7492354045,19.7886669062,0.080380588122,21.349079361
N2188-1.Q2.B.170330_1916.S.001014.061035N3413.0060.nh.fits,2017-03-30T19:16:00.000,S,29,454.803055556,92.6547395025,-34.1411418117,15.5729843017,6.45816155088,21.1938388363,0.170805593503,22.2975800105
N2188-1.Q2.B.170331_0233.C.000916.061035N3413.0060.nh.fits,2017-03-31T02:33:00.000,C,30,455.106851852,92.6547700324,-34.1411240708,22.6187042597,6.27721262674,20.7866539948,0.175706491266,21.982099876
N2188-1.Q2.B.170112_0706.C.048932.061035N3413.0060.nh.fits,2017-01-12T07:06:00.000,C,31,377.296423611,92.6547425017,-34.1411131265,50.9828666537,6.47735333511,19.9000271938,0.170320221084,20.8579901408
N2188-1.Q2.B.170211_0120.C.054473.061035N3413.0060.nh.fits,2017-02-11T01:20:00.000,C,32,407.05587963,92.6548030572,-34.1410960824,37.4238777175,24.9014176797,20.237327164,0.0446044196183,23.2768490521
N2188-1.Q2.B.170330_0024.C.000601.061035N3413.0060.nh.fits,2017-03-30T00:24:00.000,C,33,454.016805556,92.6546747478,-34.1410678651,13.1899703052,6.95496248119,21.3750244426,0.158608811939,22.1380588658
N2188-1.Q2.B.161130_1357.A.035423.061035N3413.0060.nh.fits,2016-11-30T13:57:00.000,A,34,334.581412037,92.6548584071,-34.1411296268,nan,nan,nan,nan,21.0485548486
N2188-1.Q2.B.170112_0601.C.048902.061035N3413.0060.nh.fits,2017-01-12T06:01:00.000,C,35,377.2509375,92.6547992327,-34.1410772815,70.0104955291,26.5743445541,19.5540270762,0.0418029643707,22.7520268806
N2188-1.Q2.B.170320_0035.C.063373.061035N3413.0060.nh.fits,2017-03-20T00:35:00.000,C,36,444.024953704,92.6547662546,-34.1410927329,22.9070377599,19.6665605344,20.7728349565,0.0562935810012,23.0493176212
N2188-1.Q2.B.170109_0638.C.048190.061035N3413.0060.nh.fits,2017-01-09T06:38:00.000,C,37,374.27693287,92.6547518876,-34.1411075274,84.901326194,37.0137902484,19.3436437539,0.0301451848432,23.0101460965
N2188-1.Q2.B.170402_1045.A.051806.061035N3413.0060.nh.fits,2017-04-02T10:45:00.000,A,38,457.448206019,92.6548767542,-34.1409260189,8.41123678641,2.16440430585,21.865828947,0.509358836663,21.2531495293
N2188-1.Q2.B.170328_1939.S.000418.061035N3413.0060.nh.fits,2017-03-28T19:39:00.000,S,39,452.819247685,92.654783703,-34.141194496,16.5967140089,6.08471146308,21.1243813717,0.181256607744,21.699761617
N2188-1.Q2.B.161220_0001.S.047039.061035N3413.0060.nh.fits,2016-12-20T00:01:00.000,S,40,354.001365741,92.6548635461,-34.1411846439,nan,nan,nan,nan,21.6094123039
N2188-1.Q2.B.170209_2024.S.055649.061035N3413.0060.nh.fits,2017-02-09T20:24:00.000,S,41,405.850439815,92.6548024677,-34.141162937,32.5254635672,2.79697898113,20.3903714934,0.394113648164,20.7052893741
N2188-1.Q2.B.161217_1413.A.037950.061035N3413.0060.nh.fits,2016-12-17T14:13:00.000,A,42,351.592476852,92.6547803449,-34.1411820464,nan,nan,nan,nan,20.7209864993
N2188-1.Q2.B.170408_0153.C.003089.061035N3413.0060.nh.fits,2017-04-08T01:53:00.000,C,43,463.078923611,92.6550966817,-34.1409495646,10.7771006039,1.31650823312,21.5954320472,0.837184395698,20.9089057315
N2188-1.Q2.B.161218_1301.A.038169.061035N3413.0060.nh.fits,2016-12-18T13:01:00.000,A,44,352.542916667,92.6547603642,-34.1411915381,nan,nan,nan,nan,20.5749087269
N2188-1.Q2.B.170404_0115.C.001966.061035N3413.0060.nh.fits,2017-04-04T01:15:00.000,C,45,459.052453704,92.6546975154,-34.1410767404,18.6611554326,4.24473650698,20.996479325,0.259778253077,22.2385845828
N2188-1.Q2.B.161228_2045.S.048657.061035N3413.0060.nh.fits,2016-12-28T20:45:00.000,S,46,362.864733796,92.6547772817,-34.1411240545,67.5591798018,21.778271332,19.5929097795,0.0508591893803,21.9334005186
N2188-1.Q2.B.161025_1727.A.029644.061035N3413.0060.nh.fits,2016-10-25T17:27:00.000,A,47,298.727592593,92.6548506843,-34.1411719439,nan,nan,nan,nan,21.8199090141
N2188-1.Q2.B.161116_0754.C.037424.061035N3413.0060.nh.fits,2016-11-16T07:54:00.000,C,48,320.329201389,92.6541648483,-34.14148066,8.59069048919,4.55464419972,21.8427983954,0.242280164508,23.2481277538
N2188-1.Q2.B.161217_2341.S.046535.061035N3413.0060.nh.fits,2016-12-17T23:41:00.000,S,49,351.98724537,92.6548251797,-34.1411892946,2.12317488377,3.3236321216,23.3676886636,0.331686881147,22.0703119562
N2188-1.Q2.B.161201_0728.C.040384.061035N3413.0060.nh.fits,2016-12-01T07:28:00.000,C,50,335.311550926,92.6548835335,-34.1411697671,nan,nan,nan,nan,22.505107802
N2188-1.Q2.B.161120_0638.C.038307.061035N3413.0060.nh.fits,2016-11-20T06:38:00.000,C,51,324.276388889,92.6548650805,-34.1411680627,nan,nan,nan,nan,23.2266074372
N2188-1.Q2.B.170223_0331.C.057637.061035N3413.0060.nh.fits,2017-02-23T03:31:00.000,C,52,419.147106481,92.6547640005,-34.1411399744,32.6299933482,22.5798025173,20.386871046,0.0491225186638,22.917943419
N2188-1.Q2.B.161027_0557.C.033354.061035N3413.0060.nh.fits,2016-10-27T05:57:00.000,C,53,300.247997685,92.6548655999,-34.1411253256,nan,nan,nan,nan,22.9566689428
N2188-1.Q2.B.170420_0855.A.055384.061035N3413.0060.nh.fits,2017-04-20T08:55:00.000,A,54,475.371608796,92.6547275248,-34.1411100434,0.823145838541,1.97833957689,24.4013992242,0.557294171897,23.2439451076
N2188-1.Q2.B.170121_2127.S.052098.061035N3413.0060.nh.fits,2017-01-21T21:27:00.000,S,55,386.892638889,92.6547663882,-34.1410801563,50.0166159051,17.203153595,19.9209017806,0.0643560454181,22.1371442123
N2188-1.Q2.B.170315_0952.A.049328.061035N3413.0060.nh.fits,2017-03-15T09:52:00.000,A,56,439.411736111,92.6547340383,-34.1411386291,23.2845454783,9.24095808831,20.7550026878,0.11945953289,22.1433041494
N2188-1.Q2.B.170123_1101.A.042684.061035N3413.0060.nh.fits,2017-01-23T11:01:00.000,A,57,388.459097222,92.6547464762,-34.1410789832,50.2057505265,24.5550297424,19.916784212,0.0451782661734,22.6595785512
N2188-1.Q2.B.161223_1142.A.039207.061035N3413.0060.nh.fits,2016-12-23T11:42:00.000,A,58,357.487546296,92.6548226817,-34.1411543723,nan,nan,nan,nan,20.9906728642
N2188-1.Q2.B.161201_0622.C.040354.061035N3413.0060.nh.fits,2016-12-01T06:22:00.000,C,59,335.265763889,92.6548820346,-34.1411516571,nan,nan,nan,nan,23.5101183836
N2188-1.Q2.B.170125_0128.C.051503.061035N3413.0060.nh.fits,2017-01-25T01:28:00.000,C,60,390.0615625,92.6547657273,-34.1410990124,50.4018123488,30.9910336246,19.9125321764,0.0358837373287,23.00727875
N2188-1.Q2.B.161217_1519.A.037978.061035N3413.0060.nh.fits,2016-12-17T15:19:00.000,A,61,351.638460648,92.6547586333,-34.1411965676,nan,nan,nan,nan,21.6721784511
N2188-1.Q2.B.170223_0100.C.057570.061035N3413.0060.nh.fits,2017-02-23T01:00:00.000,C,62,419.042071759,92.654757459,-34.1410938818,30.0759154688,14.53830773,20.4757911479,0.076024189432,22.0729336934
N2188-1.Q2.B.161221_0053.S.047291.061035N3413.0060.nh.fits,2016-12-21T00:53:00.000,S,63,355.03693287,92.6547625022,-34.1413822151,2.00621297878,1.00075704436,23.4295057994,1.10141529291,21.7543117519
